,area_type,availability,location,total_sqft,bath,price,bhk
7123,Super built-up  Area,Available Soon,Other,1860.0,3.0,130.0,3
7125,Super built-up  Area,Ready To Move,Other,697.0,1.0,35.0,1
7126,Built-up  Area,Ready To Move,Other,2400.0,2.0,230.0,1
7128,Built-up  Area,Ready To Move,Other,1835.0,3.0,160.0,3
7129,Super built-up  Area,Available Soon,Other,1532.5,3.0,79.465,3
7130,Super built-up  Area,Ready To Move,Other,1147.0,2.0,75.0,2
7132,Plot  Area,Ready To Move,Other,3400.0,5.0,265.0,4
7133,Built-up  Area,Ready To Move,Other,1080.0,2.0,64.0,2
7135,Super built-up  Area,Ready To Move,Other,1270.0,2.0,95.0,2
7136,Super built-up  Area,Ready To Move,Other,1100.0,2.0,61.0,2
7137,Super built-up  Area,Ready To Move,Other,1410.0,3.0,92.0,2
7146,Super built-up  Area,Ready To Move,Other,535.0,1.0,35.0,1
7147,Super built-up  Area,Ready To Move,Other,1035.0,2.0,60.0,2
7150,Super built-up  Area,Ready To Move,Other,1350.0,2.0,130.0,3
7153,Plot  Area,Ready To Move,Other,1806.0,1.0,150.0,1
7154,Super built-up  Area,Ready To Move,Other,1350.0,2.0,99.0,2
7155,Super built-up  Area,Ready To Move,Other,1100.0,2.0,72.0,2
7156,Built-up  Area,Ready To Move,Other,1800.0,3.0,110.0,3
7160,Super built-up  Area,Ready To Move,Other,1158.0,2.0,67.0,2
7162,Super built-up  Area,Available Soon,Other,1268.0,2.0,127.0,2
7163,Built-up  Area,Ready To Move,Other,1485.0,3.0,140.0,3
7168,Super built-up  Area,Ready To Move,Other,1465.0,2.0,88.0,3
7169,Built-up  Area,Ready To Move,Other,1198.0,2.0,65.0,2
7170,Super built-up  Area,Ready To Move,Other,1145.0,2.0,63.0,2
7172,Built-up  Area,Ready To Move,Other,400.0,1.0,11.5,1
7175,Super built-up  Area,Ready To Move,Other,1265.0,2.0,65.0,3
7176,Super built-up  Area,Ready To Move,Other,1280.0,2.0,75.0,2
7178,Plot  Area,Available Soon,Other,1200.0,2.0,66.0,3
7179,Plot  Area,Available Soon,Other,680.0,3.0,60.0,2
7181,Super built-up  Area,Available Soon,Other,1837.0,3.0,142.0,3
7182,Super built-up  Area,Available Soon,Other,1703.0,3.0,130.0,3
7183,Super built-up  Area,Ready To Move,Other,1293.0,2.0,80.0,3
7184,Super built-up  Area,Ready To Move,Other,1450.0,3.0,75.0,3
7185,Built-up  Area,Ready To Move,Other,1030.0,2.0,57.0,2
7186,Built-up  Area,Ready To Move,Other,1000.0,2.0,60.0,2
7189,Super built-up  Area,Ready To Move,Other,2210.0,3.0,165.0,3
7190,Built-up  Area,Ready To Move,Other,1738.0,3.0,110.0,3
7193,Built-up  Area,Ready To Move,Other,3362.0,5.0,249.0,4
7194,Super built-up  Area,Available Soon,Other,1560.0,2.0,83.3,3
7195,Built-up  Area,Ready To Move,Other,1600.0,3.0,140.0,4
7196,Super built-up  Area,Ready To Move,Other,960.0,2.0,55.0,2
7199,Super built-up  Area,Ready To Move,Other,800.0,1.0,29.5,1
7200,Super built-up  Area,Ready To Move,Other,1080.0,2.0,60.0,2
7202,Super built-up  Area,Available Soon,Other,1286.0,2.0,68.0,3
7203,Super built-up  Area,Ready To Move,Other,1150.0,2.0,90.0,2
7204,Super built-up  Area,Ready To Move,Other,1310.0,2.0,111.0,2
7205,Super built-up  Area,Ready To Move,Other,1352.0,2.0,72.0,2
7207,Plot  Area,Available Soon,Other,1500.0,4.0,89.45,4
7208,Plot  Area,Ready To Move,Other,1500.0,3.0,90.0,3
7209,Super built-up  Area,Ready To Move,Other,2835.0,4.0,241.0,4
7210,Super built-up  Area,Available Soon,Other,682.0,1.0,36.23,1
7211,Super built-up  Area,Ready To Move,Other,1650.0,3.0,85.5,3
7212,Super built-up  Area,Available Soon,Other,1850.0,3.0,120.0,3
7215,Super built-up  Area,Ready To Move,Other,1250.0,2.0,79.0,2
7217,Plot  Area,Ready To Move,Other,1050.0,2.0,110.0,2
7218,Super built-up  Area,Available Soon,Other,1023.0,2.0,52.59,2
7219,Super built-up  Area,Ready To Move,Other,1275.0,2.0,105.0,2
7220,Super built-up  Area,Ready To Move,Other,1260.0,2.0,71.195,2
7222,Super built-up  Area,Ready To Move,Other,1047.0,2.0,72.0,2
7225,Super built-up  Area,Available Soon,Other,2048.0,3.0,206.0,3
7226,Super built-up  Area,Ready To Move,Other,1090.0,2.0,57.0,2
7229,Super built-up  Area,Ready To Move,Other,1445.0,2.0,86.69,3
7230,Super built-up  Area,Ready To Move,Other,1165.0,2.0,64.08,2
7232,Super built-up  Area,Ready To Move,Other,1787.0,3.0,107.0,3
7233,Plot  Area,Ready To Move,Other,3600.0,4.0,330.0,4
7234,Super built-up  Area,Available Soon,Other,1095.0,2.0,55.85,2
7235,Built-up  Area,Ready To Move,Other,1560.0,2.0,98.0,3
7236,Super built-up  Area,Ready To Move,Other,1200.0,2.0,68.0,2
7238,Super built-up  Area,Available Soon,Other,1816.0,3.0,119.0,3
7239,Super built-up  Area,Ready To Move,Other,1680.0,3.0,125.0,3
7241,Super built-up  Area,Ready To Move,Other,1220.0,2.0,63.0,2
7243,Super built-up  Area,Ready To Move,Other,980.0,2.0,86.0,2
7245,Super built-up  Area,Ready To Move,Other,1424.0,2.0,80.0,2
7247,Super built-up  Area,Ready To Move,Other,1290.0,2.0,89.9,2
7248,Super built-up  Area,Ready To Move,Other,1720.0,2.0,130.0,3
7249,Plot  Area,Ready To Move,Other,2320.0,2.0,160.0,3
7250,Super built-up  Area,Ready To Move,Other,1237.0,3.0,78.0,3
7252,Super built-up  Area,Ready To Move,Other,1780.0,3.0,107.0,3
7253,Super built-up  Area,Ready To Move,Other,1800.0,3.0,93.0,3
7256,Plot  Area,Ready To Move,Other,1150.0,1.0,52.0,1
7258,Super built-up  Area,Available Soon,Other,2732.0,4.0,194.0,4
7262,Plot  Area,Ready To Move,Other,1840.0,1.0,95.0,2
7265,Super built-up  Area,Available Soon,Other,3630.0,6.0,207.0,4
7267,Super built-up  Area,Ready To Move,Other,5400.0,3.0,400.0,3
7269,Built-up  Area,Ready To Move,Other,1169.0,2.0,75.0,2
7271,Super built-up  Area,Ready To Move,Other,1683.0,3.0,110.0,3
7273,Super built-up  Area,Ready To Move,Other,3150.0,4.0,218.0,4
7274,Carpet  Area,Available Soon,Other,1234.6,3.0,104.0,3
7275,Super built-up  Area,Available Soon,Other,492.0,1.0,40.0,1
7279,Super built-up  Area,Ready To Move,Other,1214.0,2.0,67.0,2
7280,Super built-up  Area,Available Soon,Other,1386.0,2.0,85.0,2
7282,Super built-up  Area,Ready To Move,Other,1720.0,3.0,175.0,3
7284,Built-up  Area,Available Soon,Other,1655.0,3.0,90.0,3
7287,Plot  Area,Ready To Move,Other,2200.0,4.0,130.0,4
7288,Plot  Area,Ready To Move,Other,1200.0,2.0,66.0,3
7289,Super built-up  Area,Ready To Move,Other,1105.0,2.0,80.0,2
7290,Plot  Area,Ready To Move,Other,753.0,3.0,59.5,2
7292,Super built-up  Area,Available Soon,Other,1210.0,2.0,69.0,2
7295,Super built-up  Area,Ready To Move,Other,1900.0,3.0,150.0,3
7297,Super built-up  Area,Ready To Move,Other,1836.0,3.0,148.0,3
7298,Super built-up  Area,Ready To Move,Other,1160.0,2.0,75.0,2
7302,Super built-up  Area,Ready To Move,Other,1257.0,2.0,105.0,2
7303,Carpet  Area,Available Soon,Other,583.0,1.0,28.275,1
7304,Super built-up  Area,Ready To Move,Other,1240.0,2.0,79.0,3
7309,Super built-up  Area,Ready To Move,Other,1900.0,2.0,120.0,3
7311,Super built-up  Area,Ready To Move,Other,1290.0,2.0,85.0,2
7313,Super built-up  Area,Available Soon,Other,2600.0,3.0,195.0,3
7315,Super built-up  Area,Available Soon,Other,790.5,1.0,42.295,1
7319,Super built-up  Area,Ready To Move,Other,1155.0,2.0,65.0,2
7320,Super built-up  Area,Ready To Move,Other,3900.0,6.0,260.0,6
7325,Super built-up  Area,Ready To Move,Other,456.0,1.0,15.0,1
7326,Plot  Area,Ready To Move,Other,1200.0,4.0,125.0,4
7327,Super built-up  Area,Ready To Move,Other,3122.0,6.0,245.0,4
7329,Super built-up  Area,Ready To Move,Other,1180.0,2.0,71.22,2
7332,Super built-up  Area,Ready To Move,Other,3900.0,5.0,415.0,4
7333,Super built-up  Area,Available Soon,Other,1420.0,2.0,75.0,3
7334,Super built-up  Area,Ready To Move,Other,2439.0,4.0,190.0,4
7338,Super built-up  Area,Ready To Move,Other,1050.0,2.0,77.47,2
7339,Super built-up  Area,Ready To Move,Other,1550.0,3.0,85.0,3
7340,Super built-up  Area,Ready To Move,Other,1270.0,2.0,80.0,2
7341,Super built-up  Area,Available Soon,Other,1012.0,2.0,65.0,2
7342,Plot  Area,Available Soon,Other,1200.0,3.0,76.13,3
7343,Super built-up  Area,Ready To Move,Other,1148.0,2.0,69.0,2
7345,Super built-up  Area,Ready To Move,Other,1719.0,3.0,110.0,3
7347,Built-up  Area,Ready To Move,Other,1200.0,2.0,75.0,2
7349,Super built-up  Area,Ready To Move,Other,1210.0,2.0,80.0,2
7351,Plot  Area,Available Soon,Other,3000.0,4.0,264.0,4
7353,Super built-up  Area,Ready To Move,Other,1335.0,2.0,110.0,2
7357,Super built-up  Area,Ready To Move,Other,1076.0,2.0,78.0,2
7358,Built-up  Area,Ready To Move,Other,1320.0,2.0,90.0,2
7359,Super built-up  Area,Available Soon,Other,656.0,1.0,38.77,1
7361,Super built-up  Area,Ready To Move,Other,2087.01,4.0,135.0,3
7365,Super built-up  Area,Available Soon,Other,645.0,1.0,39.0,1
7366,Plot  Area,Ready To Move,Other,1230.0,2.0,68.0,2
7369,Built-up  Area,Ready To Move,Other,1817.0,3.0,102.0,3
7370,Super built-up  Area,Available Soon,Other,1180.0,2.0,124.0,2
7371,Built-up  Area,Ready To Move,Other,1050.0,2.0,55.0,2
7372,Built-up  Area,Ready To Move,Other,2110.0,4.0,120.0,3
7373,Built-up  Area,Ready To Move,Other,500.0,1.0,17.5,1
7375,Plot  Area,Ready To Move,Other,4560.0,5.0,430.0,4
7380,Plot  Area,Ready To Move,Other,1555.0,3.0,100.0,3
7382,Super built-up  Area,Ready To Move,Other,1680.0,3.0,122.0,3
7384,Super built-up  Area,Ready To Move,Other,2020.0,3.0,160.0,3
7387,Built-up  Area,Ready To Move,Other,1950.0,3.0,125.0,3
7389,Super built-up  Area,Ready To Move,Other,1706.0,3.0,115.0,3
7390,Built-up  Area,Ready To Move,Other,3000.0,4.0,300.0,5
7393,Super built-up  Area,Ready To Move,Other,1135.0,2.0,68.0,2
7395,Super built-up  Area,Ready To Move,Other,700.0,1.0,35.0,1
7397,Super built-up  Area,Ready To Move,Other,1385.0,2.0,69.25,3
7398,Super built-up  Area,Ready To Move,Other,2061.0,4.0,175.0,3
7399,Super built-up  Area,Ready To Move,Other,1335.0,2.0,73.43,3
7400,Super built-up  Area,Ready To Move,Other,1015.0,2.0,60.0,2
7402,Super built-up  Area,Ready To Move,Other,1180.0,2.0,105.0,2
7403,Super built-up  Area,Available Soon,Other,1445.0,2.0,83.0,3
7407,Plot  Area,Ready To Move,Other,2760.0,4.0,290.0,4
7409,Plot  Area,Available Soon,Other,845.0,2.0,45.82,2
7410,Super built-up  Area,Available Soon,Other,1762.0,3.0,112.0,3
7411,Super built-up  Area,Ready To Move,Other,1303.0,2.0,80.0,2
7412,Super built-up  Area,Ready To Move,Other,1560.0,2.0,125.0,3
7417,Super built-up  Area,Ready To Move,Other,1636.0,3.0,83.0,3
7418,Built-up  Area,Available Soon,Other,2557.0,2.0,170.0,4
7419,Built-up  Area,Ready To Move,Other,1332.0,2.0,101.0,2
7420,Built-up  Area,Ready To Move,Other,1012.0,2.0,59.0,2
7424,Super built-up  Area,Ready To Move,Other,1200.0,2.0,62.0,2
7428,Plot  Area,Ready To Move,Other,2640.0,6.0,225.0,5
7429,Super built-up  Area,Ready To Move,Other,1650.0,3.0,94.0,3
7430,Plot  Area,Ready To Move,Other,1245.0,2.0,120.0,2
7431,Super built-up  Area,Ready To Move,Other,1224.0,2.0,67.0,2
7434,Built-up  Area,Ready To Move,Other,1342.0,2.0,75.0,3
7437,Built-up  Area,Ready To Move,Other,1186.0,2.0,72.0,2
7439,Super built-up  Area,Ready To Move,Other,1535.0,3.0,85.0,3
7440,Super built-up  Area,Ready To Move,Other,905.0,2.0,65.0,2
7441,Super built-up  Area,Available Soon,Other,1447.0,2.0,75.97,2
7443,Super built-up  Area,Ready To Move,Other,1485.0,2.0,110.0,3
7446,Super built-up  Area,Ready To Move,Other,1245.0,2.0,100.0,2
7449,Super built-up  Area,Available Soon,Other,711.0,1.0,42.65,1
7452,Super built-up  Area,Ready To Move,Other,2500.0,5.0,181.0,4
7454,Super built-up  Area,Available Soon,Other,3560.0,5.0,318.0,4
7455,Plot  Area,Ready To Move,Other,900.0,2.0,55.0,2
7458,Super built-up  Area,Available Soon,Other,1441.0,2.0,95.0,3
7460,Super built-up  Area,Ready To Move,Other,1825.0,3.0,145.0,3
7461,Carpet  Area,Ready To Move,Other,1489.0,2.0,101.0,2
7465,Super built-up  Area,Available Soon,Other,1130.0,2.0,63.0,2
7466,Super built-up  Area,Available Soon,Other,1430.0,2.0,87.8,2
7469,Built-up  Area,Ready To Move,Other,1140.0,2.0,62.0,2
7472,Super built-up  Area,Ready To Move,Other,1700.0,3.0,105.0,3
7473,Super built-up  Area,Available Soon,Other,2658.0,5.0,189.0,4
7474,Super built-up  Area,Ready To Move,Other,1600.0,2.0,90.0,3
7475,Super built-up  Area,Ready To Move,Other,3400.0,4.0,275.0,4
7476,Super built-up  Area,Available Soon,Other,1508.0,3.0,75.0,3
7477,Built-up  Area,Available Soon,Other,645.0,1.0,41.0,1
7478,Super built-up  Area,Ready To Move,Other,1046.0,2.0,60.0,2
7479,Built-up  Area,Ready To Move,Other,3000.0,6.0,300.0,6
7481,Super built-up  Area,Ready To Move,Other,975.0,2.0,50.0,2
7483,Super built-up  Area,Ready To Move,Other,1903.0,3.0,165.0,3
7485,Super built-up  Area,Ready To Move,Other,2996.0,4.0,200.0,4
7486,Built-up  Area,Ready To Move,Other,3400.0,4.0,200.0,4
7488,Super built-up  Area,Ready To Move,Other,1400.0,2.0,75.0,2
7489,Super built-up  Area,Ready To Move,Other,1416.0,2.0,85.0,3
7491,Super built-up  Area,Ready To Move,Other,1760.0,3.0,110.0,3
7492,Super built-up  Area,Ready To Move,Other,3800.0,4.0,235.0,4
7494,Super built-up  Area,Ready To Move,Other,1384.0,2.0,76.18,3
7495,Super built-up  Area,Available Soon,Other,551.0,1.0,30.0,1
7497,Plot  Area,Ready To Move,Other,1415.0,2.0,74.0,3
7499,Built-up  Area,Ready To Move,Other,1030.0,2.0,75.0,2
7501,Super built-up  Area,Ready To Move,Other,550.0,1.0,16.0,1
7503,Super built-up  Area,Ready To Move,Other,1210.0,2.0,77.0,2
7505,Super built-up  Area,Ready To Move,Other,1780.0,3.0,100.0,3
7506,Built-up  Area,Ready To Move,Other,1050.0,2.0,60.0,2
7508,Super built-up  Area,Ready To Move,Other,3951.0,4.0,230.0,4
7512,Super built-up  Area,Ready To Move,Other,1186.0,2.0,76.0,2
7513,Super built-up  Area,Available Soon,Other,560.0,1.0,45.0,1
7514,Super built-up  Area,Ready To Move,Other,2357.0,3.0,135.0,3
7515,Super built-up  Area,Available Soon,Other,1823.0,3.0,103.0,3
7516,Built-up  Area,Ready To Move,Other,1310.0,3.0,90.0,3
7519,Super built-up  Area,Ready To Move,Other,1400.0,2.0,80.0,3
7520,Super built-up  Area,Ready To Move,Other,1625.0,3.0,120.0,3
7524,Super built-up  Area,Available Soon,Other,2774.0,4.0,197.0,4
7525,Super built-up  Area,Ready To Move,Other,994.0,2.0,54.67,1
7526,Super built-up  Area,Ready To Move,Other,1455.0,3.0,75.0,3
7527,Built-up  Area,Ready To Move,Other,1172.0,2.0,75.0,2
7528,Super built-up  Area,Ready To Move,Other,1935.0,3.0,102.0,3
7529,Super built-up  Area,Ready To Move,Other,1856.0,3.0,106.0,3
7530,Super built-up  Area,Ready To Move,Other,2392.0,3.0,249.0,3
7532,Built-up  Area,Ready To Move,Other,1757.0,3.0,98.0,3
7535,Super built-up  Area,Available Soon,Other,1559.0,3.0,81.55,3
7537,Super built-up  Area,Ready To Move,Other,1200.0,2.0,72.0,2
7538,Super built-up  Area,Ready To Move,Other,1174.0,2.0,74.0,2
7539,Built-up  Area,Ready To Move,Other,1603.0,2.0,125.0,3
7540,Super built-up  Area,Ready To Move,Other,1278.0,3.0,70.0,3
7542,Plot  Area,Ready To Move,Other,450.0,1.0,30.0,1
7543,Super built-up  Area,Ready To Move,Other,550.0,1.0,11.5,1
7545,Super built-up  Area,Ready To Move,Other,3000.0,4.0,301.0,4
7551,Super built-up  Area,Available Soon,Other,1960.0,3.0,138.0,3
7553,Super built-up  Area,Available Soon,Other,3496.0,4.0,262.0,4
7554,Super built-up  Area,Ready To Move,Other,1700.0,3.0,125.0,3
7555,Built-up  Area,Ready To Move,Other,1275.0,2.0,69.0,2
7556,Built-up  Area,Ready To Move,Other,650.0,1.0,40.0,1
7557,Super built-up  Area,Ready To Move,Other,1495.0,2.0,110.0,2
7559,Plot  Area,Ready To Move,Other,3750.0,6.0,295.0,5
7560,Super built-up  Area,Available Soon,Other,1679.0,3.0,94.86,3
7561,Super built-up  Area,Ready To Move,Other,1450.0,3.0,75.0,3
7562,Super built-up  Area,Available Soon,Other,1210.0,2.0,82.0,2
7565,Super built-up  Area,Ready To Move,Other,1623.0,3.0,155.0,3
7567,Super built-up  Area,Ready To Move,Other,450.0,1.0,20.0,1
7568,Super built-up  Area,Available Soon,Other,1170.0,2.0,62.0,2
7569,Built-up  Area,Ready To Move,Other,1700.0,3.0,126.0,3
7571,Built-up  Area,Available Soon,Other,1017.0,2.0,66.0,2
7572,Super built-up  Area,Available Soon,Other,1792.0,3.0,104.0,3
7574,Plot  Area,Ready To Move,Other,1200.0,4.0,115.0,4
7575,Super built-up  Area,Available Soon,Other,1450.0,3.0,79.0,3
7576,Plot  Area,Ready To Move,Other,1232.0,3.0,96.0,3
7578,Built-up  Area,Ready To Move,Other,900.0,1.0,52.3,1
7580,Super built-up  Area,Ready To Move,Other,2100.0,3.0,204.0,4
7586,Super built-up  Area,Available Soon,Other,1910.0,3.0,150.0,3
7587,Built-up  Area,Ready To Move,Other,1280.0,2.0,120.0,2
7589,Built-up  Area,Ready To Move,Other,2439.0,5.0,170.0,4
7591,Super built-up  Area,Ready To Move,Other,1174.0,2.0,78.0,2
7593,Built-up  Area,Ready To Move,Other,1045.0,2.0,55.0,2
7594,Super built-up  Area,Ready To Move,Other,1304.0,2.0,69.97,2
7596,Built-up  Area,Available Soon,Other,2125.0,3.0,107.0,3
7601,Super built-up  Area,Ready To Move,Other,1246.0,2.0,69.0,2
7605,Super built-up  Area,Ready To Move,Other,991.0,2.0,64.0,2
7606,Built-up  Area,Ready To Move,Other,1200.0,2.0,110.0,2
7607,Plot  Area,Available Soon,Other,1400.0,2.0,78.0,3
7608,Super built-up  Area,Ready To Move,Other,1575.0,3.0,80.0,3
7610,Super built-up  Area,Ready To Move,Other,940.0,2.0,48.0,2
7611,Built-up  Area,Ready To Move,Other,600.0,1.0,45.0,1
7614,Super built-up  Area,Ready To Move,Other,1844.0,3.0,95.0,3
7615,Super built-up  Area,Ready To Move,Other,1830.0,4.0,150.0,3
7616,Super built-up  Area,Available Soon,Other,2895.5,2.0,246.0,4
7618,Plot  Area,Ready To Move,Other,900.0,3.0,79.0,3
7619,Super built-up  Area,Ready To Move,Other,2648.0,3.0,238.0,3
7624,Super built-up  Area,Available Soon,Other,1475.0,3.0,80.0,3
7625,Super built-up  Area,Available Soon,Other,1788.0,3.0,164.0,3
7627,Super built-up  Area,Ready To Move,Other,1855.0,3.0,140.0,3
7628,Super built-up  Area,Available Soon,Other,1850.0,3.0,120.0,3
7630,Super built-up  Area,Ready To Move,Other,1721.0,3.0,93.0,3
7631,Super built-up  Area,Available Soon,Other,1059.0,2.0,62.0,2
7633,Built-up  Area,Ready To Move,Other,1480.0,3.0,75.0,3
7635,Plot  Area,Ready To Move,Other,2400.0,2.0,228.0,2
7636,Built-up  Area,Ready To Move,Other,1500.0,2.0,87.0,4
7638,Built-up  Area,Ready To Move,Other,4800.0,4.0,420.0,4
7643,Built-up  Area,Ready To Move,Other,1163.0,2.0,68.0,2
7644,Super built-up  Area,Ready To Move,Other,1654.0,3.0,97.8,3
7645,Super built-up  Area,Available Soon,Other,801.0,1.0,33.645,1
7646,Super built-up  Area,Available Soon,Other,1685.0,3.0,101.0,3
7647,Built-up  Area,Ready To Move,Other,1540.0,3.0,80.0,3
7649,Built-up  Area,Ready To Move,Other,1300.0,2.0,80.0,3
7650,Super built-up  Area,Ready To Move,Other,1009.0,2.0,65.0,2
7652,Built-up  Area,Ready To Move,Other,1735.0,3.0,105.0,3
7653,Super built-up  Area,Ready To Move,Other,2480.0,4.0,265.0,3
7657,Super built-up  Area,Ready To Move,Other,1575.0,2.0,85.0,2
7658,Super built-up  Area,Available Soon,Other,1360.0,2.0,77.61,2
7664,Super built-up  Area,Ready To Move,Other,1246.0,2.0,67.0,2
7666,Super built-up  Area,Ready To Move,Other,998.0,2.0,65.0,2
7667,Plot  Area,Ready To Move,Other,2400.0,3.0,250.0,3
7668,Super built-up  Area,Ready To Move,Other,1130.0,2.0,85.0,2
7669,Super built-up  Area,Available Soon,Other,2733.0,5.0,259.0,4
7670,Super built-up  Area,Ready To Move,Other,1354.0,2.0,98.0,3
7671,Super built-up  Area,Ready To Move,Other,1389.0,2.0,94.0,2
7673,Super built-up  Area,Ready To Move,Other,1172.0,2.0,75.0,2
7677,Super built-up  Area,Ready To Move,Other,1270.0,2.0,73.0,2
7680,Built-up  Area,Ready To Move,Other,470.0,1.0,21.0,1
7681,Built-up  Area,Ready To Move,Other,1040.0,2.0,78.0,2
7685,Built-up  Area,Ready To Move,Other,664.0,1.0,34.0,1
7686,Plot  Area,Ready To Move,Other,1200.0,2.0,105.0,2
7688,Super built-up  Area,Ready To Move,Other,1328.0,2.0,69.0,2
7690,Built-up  Area,Ready To Move,Other,1907.0,2.0,200.0,3
7691,Built-up  Area,Ready To Move,Other,900.0,2.0,72.0,2
7692,Super built-up  Area,Ready To Move,Other,1330.0,2.0,80.0,2
7693,Super built-up  Area,Ready To Move,Other,2330.0,5.0,175.0,4
7694,Built-up  Area,Ready To Move,Other,1222.0,3.0,95.0,3
7695,Plot  Area,Ready To Move,Other,4446.0,3.0,410.0,3
7696,Plot  Area,Ready To Move,Other,1320.0,2.0,95.0,3
7699,Plot  Area,Ready To Move,Other,2000.0,4.0,130.0,4
7705,Super built-up  Area,Available Soon,Other,2630.0,5.0,188.0,4
7707,Super built-up  Area,Available Soon,Other,2790.0,5.0,198.0,4
7710,Super built-up  Area,Ready To Move,Other,1305.0,2.0,110.0,3
7711,Super built-up  Area,Ready To Move,Other,1150.0,2.0,57.5,3
7714,Super built-up  Area,Available Soon,Other,1890.0,4.0,125.0,3
7715,Super built-up  Area,Ready To Move,Other,1069.0,2.0,55.0,2
7717,Built-up  Area,Available Soon,Other,2400.0,3.0,177.0,3
7718,Super built-up  Area,Ready To Move,Other,1680.0,3.0,130.0,3
7719,Plot  Area,Ready To Move,Other,2200.0,2.0,150.0,4
7720,Super built-up  Area,Available Soon,Other,1480.0,3.0,100.0,3
7721,Plot  Area,Ready To Move,Other,1092.0,3.0,95.0,3
7722,Super built-up  Area,Ready To Move,Other,3895.0,3.0,390.0,3
7723,Super built-up  Area,Ready To Move,Other,1683.0,3.0,115.0,3
7724,Super built-up  Area,Ready To Move,Other,1340.0,2.0,73.0,2
7726,Plot  Area,Ready To Move,Other,2000.0,1.0,200.0,1
7728,Super built-up  Area,Ready To Move,Other,1730.0,3.0,95.0,3
7729,Super built-up  Area,Available Soon,Other,1450.0,3.0,88.6,3
7730,Built-up  Area,Ready To Move,Other,2430.0,5.0,180.0,3
7731,Super built-up  Area,Available Soon,Other,863.0,1.0,40.55,1
7739,Built-up  Area,Ready To Move,Other,1500.0,4.0,105.0,4
7744,Built-up  Area,Ready To Move,Other,1745.0,3.0,98.0,3
7746,Super built-up  Area,Ready To Move,Other,5384.0,5.0,420.0,5
